call_id,timestamp,date,hour,day_of_week,month,agent_id,call_reason,channel,wait_time_sec,handle_time_sec,hold_time_sec,wrap_up_time_sec,total_time_sec,abandoned,resolved,first_call_resolution,csat_score,sentiment,outcome,call_cost_usd
CALL00976,2024-01-26 13:38:00,2024-01-26,13,Friday,January,Agent_11,Upgrade Request,Email,481,119,10,83,683,0,1,1,5.0,Positive,Escalated,0.59
CALL00977,2024-01-25 08:11:00,2024-01-25,8,Thursday,January,Agent_11,Account Management,Video Call,324,103,27,54,481,1,0,0,,Neutral,Abandoned,1.89
CALL00978,2024-05-16 13:36:00,2024-05-16,13,Thursday,May,Agent_02,Billing Inquiry,Phone,657,168,26,22,847,0,1,1,5.0,Positive,Transferred,2.38
CALL00979,2024-07-02 15:50:00,2024-07-02,15,Tuesday,July,Agent_05,Technical Support,Phone,434,298,191,18,750,0,1,1,4.0,Negative,Callback Scheduled,4.22
CALL00980,2024-03-09 09:42:00,2024-03-09,9,Saturday,March,Agent_03,Order Tracking,Phone,325,317,9,86,728,1,0,0,,Negative,Abandoned,4.49
CALL00981,2024-07-30 14:02:00,2024-07-30,14,Tuesday,July,Agent_13,Upgrade Request,Chat,32,595,21,75,702,0,0,0,1.0,Positive,Callback Scheduled,4.46
CALL00982,2024-08-30 09:40:00,2024-08-30,9,Friday,August,Agent_10,Order Tracking,Phone,286,117,43,15,418,0,1,1,4.0,Positive,Escalated,1.66
CALL00983,2024-03-03 15:14:00,2024-03-03,15,Sunday,March,Agent_14,General Inquiry,Chat,122,396,80,103,621,0,1,1,5.0,Negative,Callback Scheduled,2.97
CALL00984,2024-02-07 10:20:00,2024-02-07,10,Wednesday,February,Agent_06,Refund Request,Phone,260,213,133,62,535,1,0,0,,Negative,Abandoned,3.02
CALL00985,2024-12-06 14:39:00,2024-12-06,14,Friday,December,Agent_20,Order Tracking,Video Call,10,129,24,98,237,0,0,0,4.0,Positive,Transferred,2.37
CALL00986,2024-11-11 10:10:00,2024-11-11,10,Monday,November,Agent_06,Cancellation Request,Phone,33,166,64,36,235,0,1,1,3.0,Neutral,Callback Scheduled,2.35
CALL00987,2024-11-06 13:51:00,2024-11-06,13,Wednesday,November,Agent_05,Account Management,Phone,24,228,28,64,316,0,1,1,4.0,Negative,Resolved,3.23
CALL00988,2024-06-26 10:34:00,2024-06-26,10,Wednesday,June,Agent_19,Cancellation Request,Phone,509,316,44,60,885,0,1,1,3.0,Negative,Resolved,4.48
CALL00989,2024-05-21 13:33:00,2024-05-21,13,Tuesday,May,Agent_06,Upgrade Request,Phone,425,259,281,84,768,0,1,1,4.0,Neutral,Transferred,3.67
CALL00990,2024-02-07 11:46:00,2024-02-07,11,Wednesday,February,Agent_08,Upgrade Request,Phone,269,148,17,95,512,0,1,1,4.0,Positive,Unresolved,2.1
CALL00991,2024-09-14 09:07:00,2024-09-14,9,Saturday,September,Agent_05,Order Tracking,Phone,42,378,31,65,485,0,1,1,5.0,Negative,Resolved,5.35
CALL00992,2024-02-16 12:54:00,2024-02-16,12,Friday,February,Agent_08,Order Tracking,Phone,250,253,29,41,544,0,1,0,3.0,Neutral,Escalated,3.58
CALL00993,2024-12-10 13:13:00,2024-12-10,13,Tuesday,December,Agent_03,Order Tracking,Phone,171,419,44,69,659,0,1,1,4.0,Neutral,Resolved,5.94
CALL00994,2024-09-12 12:15:00,2024-09-12,12,Thursday,September,Agent_09,Product Information,Phone,81,291,84,71,443,0,1,1,4.0,Positive,Resolved,4.12
CALL00995,2024-08-08 13:56:00,2024-08-08,13,Thursday,August,Agent_12,Complaint,Video Call,43,353,105,63,459,0,1,1,4.0,Positive,Resolved,6.47
CALL00996,2024-06-28 11:14:00,2024-06-28,11,Friday,June,Agent_02,Cancellation Request,Phone,106,161,2,110,377,0,1,1,4.0,Neutral,Unresolved,2.28
CALL00997,2024-03-11 08:55:00,2024-03-11,8,Monday,March,Agent_06,Cancellation Request,Phone,96,100,78,54,250,0,0,0,3.0,Neutral,Unresolved,1.42
CALL00998,2024-09-19 13:19:00,2024-09-19,13,Thursday,September,Agent_12,Refund Request,Phone,541,276,26,60,877,1,0,0,,Neutral,Abandoned,3.91
CALL00999,2024-08-28 13:21:00,2024-08-28,13,Wednesday,August,Agent_04,General Inquiry,Phone,46,243,288,76,365,0,0,0,2.0,Negative,Escalated,3.44
CALL01000,2024-12-12 11:38:00,2024-12-12,11,Thursday,December,Agent_06,General Inquiry,Email,13,278,27,58,349,0,1,1,5.0,Positive,Resolved,1.39
CALL01001,2024-12-12 16:49:00,2024-12-12,16,Thursday,December,Agent_10,Billing Inquiry,Chat,646,393,15,37,1076,0,1,1,4.0,Neutral,Callback Scheduled,2.95
CALL01002,2024-02-09 13:32:00,2024-02-09,13,Friday,February,Agent_04,Technical Support,Chat,81,352,56,71,504,0,1,1,5.0,Neutral,Escalated,2.64
CALL01003,2024-05-18 10:16:00,2024-05-18,10,Saturday,May,Agent_13,Account Management,Phone,32,215,44,74,321,0,1,1,5.0,Negative,Resolved,3.05
CALL01004,2024-12-24 11:20:00,2024-12-24,11,Tuesday,December,Agent_18,Technical Support,Phone,100,436,63,101,637,0,0,0,4.0,Neutral,Transferred,6.18
CALL01005,2024-08-25 13:20:00,2024-08-25,13,Sunday,August,Agent_20,General Inquiry,Chat,8,495,15,45,548,0,1,1,4.0,Negative,Resolved,3.71
CALL01006,2024-11-21 13:58:00,2024-11-21,13,Thursday,November,Agent_14,Account Management,Video Call,123,261,66,70,454,0,1,1,4.0,Negative,Unresolved,4.79
CALL01007,2024-02-15 18:28:00,2024-02-15,18,Thursday,February,Agent_06,Billing Inquiry,Email,220,248,14,64,532,1,0,0,,Positive,Abandoned,1.24
CALL01008,2024-01-21 17:28:00,2024-01-21,17,Sunday,January,Agent_11,Product Information,Chat,74,271,11,64,409,0,1,1,4.0,Positive,Unresolved,2.03
CALL01009,2024-10-28 15:21:00,2024-10-28,15,Monday,October,Agent_18,Refund Request,Phone,326,194,89,31,551,0,1,0,2.0,Neutral,Callback Scheduled,2.75
CALL01010,2024-10-04 11:54:00,2024-10-04,11,Friday,October,Agent_10,Product Information,Phone,396,185,33,72,653,0,0,0,5.0,Positive,Resolved,2.62
CALL01011,2024-05-01 16:25:00,2024-05-01,16,Wednesday,May,Agent_13,Upgrade Request,Phone,4,113,7,62,179,0,1,1,4.0,Negative,Unresolved,1.6
CALL01012,2024-09-21 14:13:00,2024-09-21,14,Saturday,September,Agent_05,Billing Inquiry,Phone,266,287,96,50,603,0,1,1,3.0,Neutral,Resolved,4.07
CALL01013,2024-05-14 17:01:00,2024-05-14,17,Tuesday,May,Agent_14,Technical Support,Video Call,224,439,6,59,722,0,1,1,5.0,Neutral,Transferred,8.05
CALL01014,2024-02-05 16:21:00,2024-02-05,16,Monday,February,Agent_16,Product Information,Video Call,74,301,5,40,415,0,1,1,5.0,Positive,Resolved,5.52
CALL01015,2024-03-18 17:49:00,2024-03-18,17,Monday,March,Agent_07,Account Management,Phone,175,105,144,72,352,0,1,1,4.0,Negative,Callback Scheduled,1.49
CALL01016,2024-05-11 10:17:00,2024-05-11,10,Saturday,May,Agent_03,General Inquiry,Phone,88,340,71,110,538,0,0,0,3.0,Positive,Callback Scheduled,4.82
CALL01017,2024-03-06 15:57:00,2024-03-06,15,Wednesday,March,Agent_13,General Inquiry,Email,17,247,56,80,344,0,0,0,2.0,Neutral,Callback Scheduled,1.23
CALL01018,2024-12-03 10:56:00,2024-12-03,10,Tuesday,December,Agent_03,Refund Request,Email,198,473,40,63,734,0,0,0,4.0,Neutral,Escalated,2.37
CALL01019,2024-04-26 17:10:00,2024-04-26,17,Friday,April,Agent_12,Cancellation Request,Phone,102,226,17,78,406,0,1,1,2.0,Neutral,Escalated,3.2
CALL01020,2024-09-08 14:13:00,2024-09-08,14,Sunday,September,Agent_15,Billing Inquiry,Phone,637,60,6,48,745,0,1,1,3.0,Neutral,Unresolved,0.85
CALL01021,2024-02-24 12:39:00,2024-02-24,12,Saturday,February,Agent_15,Complaint,Chat,102,305,65,56,463,0,1,1,4.0,Positive,Callback Scheduled,2.29
CALL01022,2024-07-13 16:58:00,2024-07-13,16,Saturday,July,Agent_19,Billing Inquiry,Video Call,45,213,5,74,332,0,1,0,4.0,Positive,Resolved,3.91
CALL01023,2024-02-11 14:35:00,2024-02-11,14,Sunday,February,Agent_03,Order Tracking,Chat,90,354,156,65,509,0,1,1,5.0,Negative,Unresolved,2.66
CALL01024,2024-06-14 15:09:00,2024-06-14,15,Friday,June,Agent_19,Product Information,Phone,88,162,153,54,304,0,0,0,5.0,Negative,Resolved,2.29
CALL01025,2024-11-03 12:13:00,2024-11-03,12,Sunday,November,Agent_13,Refund Request,Phone,212,416,26,64,692,0,1,1,1.0,Neutral,Transferred,5.89
CALL01026,2024-03-09 16:50:00,2024-03-09,16,Saturday,March,Agent_16,Upgrade Request,Chat,340,430,26,58,828,0,1,1,4.0,Positive,Unresolved,3.23
CALL01027,2024-07-29 18:16:00,2024-07-29,18,Monday,July,Agent_10,Technical Support,Phone,68,404,67,66,538,0,1,1,5.0,Neutral,Resolved,5.72
CALL01028,2024-06-26 12:38:00,2024-06-26,12,Wednesday,June,Agent_17,Upgrade Request,Email,464,361,30,64,889,0,1,1,5.0,Negative,Transferred,1.8
CALL01029,2024-09-08 15:52:00,2024-09-08,15,Sunday,September,Agent_20,Account Management,Phone,29,452,0,57,538,0,1,1,4.0,Positive,Unresolved,6.4
CALL01030,2024-06-20 10:12:00,2024-06-20,10,Thursday,June,Agent_06,Account Management,Video Call,168,329,89,57,554,0,1,1,5.0,Positive,Escalated,6.03
CALL01031,2024-04-29 18:38:00,2024-04-29,18,Monday,April,Agent_05,Billing Inquiry,Chat,7,131,10,25,163,0,0,0,3.0,Neutral,Resolved,0.98
CALL01032,2024-02-02 17:47:00,2024-02-02,17,Friday,February,Agent_14,Product Information,Video Call,76,377,10,62,515,0,1,0,2.0,Negative,Escalated,6.91
CALL01033,2024-08-17 15:14:00,2024-08-17,15,Saturday,August,Agent_20,Complaint,Phone,17,283,42,52,352,0,1,1,5.0,Neutral,Resolved,4.01
CALL01034,2024-03-23 18:33:00,2024-03-23,18,Saturday,March,Agent_03,Cancellation Request,Phone,136,111,8,47,294,0,1,0,4.0,Negative,Unresolved,1.57
CALL01035,2024-06-22 13:44:00,2024-06-22,13,Saturday,June,Agent_18,Order Tracking,Chat,89,315,35,77,481,0,1,0,5.0,Neutral,Transferred,2.36
CALL01036,2024-09-09 13:14:00,2024-09-09,13,Monday,September,Agent_15,Billing Inquiry,Phone,67,405,78,70,542,0,1,1,5.0,Negative,Transferred,5.74
CALL01037,2024-01-06 12:30:00,2024-01-06,12,Saturday,January,Agent_19,Refund Request,Chat,19,319,20,89,427,0,1,1,3.0,Neutral,Resolved,2.39
CALL01038,2024-05-19 14:12:00,2024-05-19,14,Sunday,May,Agent_14,Account Management,Email,92,472,2,34,598,0,1,1,4.0,Positive,Transferred,2.36
CALL01039,2024-03-16 13:05:00,2024-03-16,13,Saturday,March,Agent_19,Upgrade Request,Phone,361,281,35,71,713,0,1,1,5.0,Positive,Resolved,3.98
CALL01040,2024-11-21 18:48:00,2024-11-21,18,Thursday,November,Agent_19,Technical Support,Phone,15,176,10,66,257,0,0,0,5.0,Neutral,Transferred,2.49
CALL01041,2024-04-14 09:19:00,2024-04-14,9,Sunday,April,Agent_12,Cancellation Request,Chat,102,375,11,33,510,0,1,1,5.0,Neutral,Unresolved,2.81
CALL01042,2024-06-12 11:14:00,2024-06-12,11,Wednesday,June,Agent_16,Upgrade Request,Email,2,60,52,59,121,0,1,1,4.0,Negative,Unresolved,0.3
CALL01043,2024-09-27 14:54:00,2024-09-27,14,Friday,September,Agent_02,Account Management,Video Call,212,310,55,73,595,0,1,1,5.0,Neutral,Unresolved,5.68
CALL01044,2024-09-02 12:23:00,2024-09-02,12,Monday,September,Agent_05,Upgrade Request,Video Call,17,152,61,78,247,0,1,1,3.0,Negative,Unresolved,2.79
CALL01045,2024-07-16 14:52:00,2024-07-16,14,Tuesday,July,Agent_02,Cancellation Request,Phone,120,481,84,28,629,0,1,0,5.0,Neutral,Escalated,6.81
CALL01046,2024-12-14 09:15:00,2024-12-14,9,Saturday,December,Agent_02,General Inquiry,Video Call,35,238,3,76,349,0,0,0,4.0,Neutral,Callback Scheduled,4.36
CALL01047,2024-08-10 12:49:00,2024-08-10,12,Saturday,August,Agent_01,Order Tracking,Phone,122,170,21,78,370,0,1,1,4.0,Neutral,Callback Scheduled,2.41
CALL01048,2024-09-22 12:00:00,2024-09-22,12,Sunday,September,Agent_09,General Inquiry,Phone,177,305,45,32,514,0,1,1,3.0,Negative,Resolved,4.32
CALL01049,2024-03-07 13:08:00,2024-03-07,13,Thursday,March,Agent_08,Account Management,Phone,99,367,38,47,513,0,1,1,5.0,Neutral,Unresolved,5.2
CALL01050,2024-10-31 19:40:00,2024-10-31,19,Thursday,October,Agent_11,Complaint,Email,417,340,1,57,814,0,1,1,3.0,Negative,Unresolved,1.7
CALL01051,2024-10-01 14:54:00,2024-10-01,14,Tuesday,October,Agent_20,Technical Support,Phone,162,223,60,38,423,0,1,1,5.0,Positive,Unresolved,3.16
CALL01052,2024-05-23 14:47:00,2024-05-23,14,Thursday,May,Agent_07,Cancellation Request,Phone,362,231,16,58,651,0,0,0,3.0,Negative,Unresolved,3.27
CALL01053,2024-10-28 18:37:00,2024-10-28,18,Monday,October,Agent_17,Order Tracking,Chat,45,317,2,48,410,0,1,1,5.0,Positive,Transferred,2.38
CALL01054,2024-03-06 14:42:00,2024-03-06,14,Wednesday,March,Agent_06,Technical Support,Email,52,405,22,49,506,0,1,1,2.0,Neutral,Transferred,2.02
CALL01055,2024-12-21 14:49:00,2024-12-21,14,Saturday,December,Agent_13,Account Management,Chat,59,331,263,57,447,0,1,0,5.0,Negative,Transferred,2.48
CALL01056,2024-12-22 13:41:00,2024-12-22,13,Sunday,December,Agent_01,Account Management,Phone,327,404,8,84,815,0,1,0,1.0,Positive,Escalated,5.72
CALL01057,2024-07-10 09:40:00,2024-07-10,9,Wednesday,July,Agent_02,Product Information,Chat,181,351,4,48,580,0,1,1,5.0,Positive,Unresolved,2.63
CALL01058,2024-12-18 11:49:00,2024-12-18,11,Wednesday,December,Agent_02,Order Tracking,Phone,30,482,149,71,583,0,1,1,5.0,Negative,Escalated,6.83
CALL01059,2024-03-15 12:00:00,2024-03-15,12,Friday,March,Agent_09,Order Tracking,Phone,103,338,77,82,523,0,0,0,5.0,Neutral,Transferred,4.79
CALL01060,2024-03-19 14:07:00,2024-03-19,14,Tuesday,March,Agent_13,Technical Support,Phone,24,281,26,58,363,0,0,0,3.0,Negative,Resolved,3.98
CALL01061,2024-11-30 18:37:00,2024-11-30,18,Saturday,November,Agent_08,Order Tracking,Phone,717,375,162,55,1147,1,0,0,,Neutral,Abandoned,5.31
CALL01062,2024-10-24 13:27:00,2024-10-24,13,Thursday,October,Agent_20,General Inquiry,Email,107,272,15,93,472,0,0,0,4.0,Positive,Unresolved,1.36
CALL01063,2024-09-29 12:21:00,2024-09-29,12,Sunday,September,Agent_19,Refund Request,Chat,59,227,102,59,345,0,1,1,1.0,Neutral,Callback Scheduled,1.7
CALL01064,2024-04-04 19:21:00,2024-04-04,19,Thursday,April,Agent_06,Complaint,Chat,24,190,35,78,292,0,1,0,4.0,Negative,Resolved,1.43
CALL01065,2024-06-17 13:35:00,2024-06-17,13,Monday,June,Agent_10,Billing Inquiry,Email,178,419,111,59,656,0,1,0,2.0,Neutral,Resolved,2.09
CALL01066,2024-03-18 10:16:00,2024-03-18,10,Monday,March,Agent_06,Upgrade Request,Phone,206,515,20,90,811,0,1,1,4.0,Positive,Escalated,7.3
CALL01067,2024-09-18 17:54:00,2024-09-18,17,Wednesday,September,Agent_08,Product Information,Phone,160,176,35,89,425,0,1,0,3.0,Neutral,Unresolved,2.49
CALL01068,2024-04-22 16:53:00,2024-04-22,16,Monday,April,Agent_17,Billing Inquiry,Email,99,383,6,54,536,0,0,0,3.0,Negative,Resolved,1.92
CALL01069,2024-02-08 13:23:00,2024-02-08,13,Thursday,February,Agent_16,Account Management,Email,407,266,118,58,731,1,0,0,,Negative,Abandoned,1.33
CALL01070,2024-02-01 11:08:00,2024-02-01,11,Thursday,February,Agent_06,Upgrade Request,Phone,767,279,22,42,1088,0,1,1,2.0,Positive,Escalated,3.95
CALL01071,2024-03-29 12:27:00,2024-03-29,12,Friday,March,Agent_09,Upgrade Request,Chat,5,348,14,44,397,0,1,1,3.0,Neutral,Callback Scheduled,2.61
CALL01072,2024-09-09 16:59:00,2024-09-09,16,Monday,September,Agent_14,Cancellation Request,Chat,36,479,22,74,589,0,1,1,4.0,Neutral,Unresolved,3.59
CALL01073,2024-08-25 10:55:00,2024-08-25,10,Sunday,August,Agent_09,Product Information,Phone,92,172,85,26,290,0,1,0,3.0,Neutral,Callback Scheduled,2.44
CALL01074,2024-06-26 16:42:00,2024-06-26,16,Wednesday,June,Agent_17,Upgrade Request,Phone,142,284,18,48,474,0,1,1,5.0,Neutral,Transferred,4.02
CALL01075,2024-05-22 12:53:00,2024-05-22,12,Wednesday,May,Agent_04,Billing Inquiry,Phone,20,297,41,73,390,0,1,1,5.0,Negative,Callback Scheduled,4.21
CALL01076,2024-09-03 12:51:00,2024-09-03,12,Tuesday,September,Agent_18,Upgrade Request,Phone,85,366,164,71,522,0,1,1,4.0,Negative,Callback Scheduled,5.18
CALL01077,2024-01-31 09:00:00,2024-01-31,9,Wednesday,January,Agent_10,Technical Support,Phone,73,357,199,29,459,0,1,1,2.0,Neutral,Resolved,5.06
CALL01078,2024-02-03 12:50:00,2024-02-03,12,Saturday,February,Agent_11,Complaint,Email,426,609,73,63,1098,0,0,0,5.0,Negative,Callback Scheduled,3.04
CALL01079,2024-01-12 13:49:00,2024-01-12,13,Friday,January,Agent_09,Complaint,Chat,7,506,110,70,583,0,1,0,4.0,Negative,Callback Scheduled,3.8
CALL01080,2024-02-06 17:52:00,2024-02-06,17,Tuesday,February,Agent_07,Account Management,Phone,68,151,7,35,254,0,0,0,1.0,Negative,Escalated,2.14
CALL01081,2024-10-25 11:02:00,2024-10-25,11,Friday,October,Agent_02,Upgrade Request,Phone,37,313,44,62,412,0,1,1,1.0,Neutral,Callback Scheduled,4.43
CALL01082,2024-10-17 10:28:00,2024-10-17,10,Thursday,October,Agent_05,Billing Inquiry,Email,205,294,17,60,559,0,1,1,5.0,Negative,Unresolved,1.47
CALL01083,2024-02-21 12:35:00,2024-02-21,12,Wednesday,February,Agent_10,Complaint,Phone,135,291,39,63,489,0,1,0,3.0,Neutral,Unresolved,4.12
CALL01084,2024-10-24 10:14:00,2024-10-24,10,Thursday,October,Agent_13,Billing Inquiry,Phone,460,253,3,44,757,0,1,1,5.0,Negative,Transferred,3.58
CALL01085,2024-10-13 09:20:00,2024-10-13,9,Sunday,October,Agent_07,Order Tracking,Email,348,354,26,70,772,1,0,0,,Negative,Abandoned,1.77
CALL01086,2024-11-15 12:49:00,2024-11-15,12,Friday,November,Agent_08,Refund Request,Chat,62,355,51,86,503,0,1,1,4.0,Negative,Unresolved,2.66
CALL01087,2024-01-16 18:41:00,2024-01-16,18,Tuesday,January,Agent_12,Refund Request,Phone,28,352,87,76,456,0,1,1,5.0,Neutral,Escalated,4.99
CALL01088,2024-10-22 13:42:00,2024-10-22,13,Tuesday,October,Agent_18,Account Management,Email,4,363,68,13,380,0,1,1,4.0,Neutral,Resolved,1.81
CALL01089,2024-06-21 10:01:00,2024-06-21,10,Friday,June,Agent_16,Account Management,Chat,100,460,28,56,616,0,1,0,5.0,Negative,Callback Scheduled,3.45
CALL01090,2024-10-27 09:37:00,2024-10-27,9,Sunday,October,Agent_18,Account Management,Phone,322,191,15,51,564,0,0,0,3.0,Negative,Callback Scheduled,2.71
CALL01091,2024-07-05 14:33:00,2024-07-05,14,Friday,July,Agent_03,Product Information,Phone,15,279,82,64,358,0,1,0,2.0,Neutral,Escalated,3.95
CALL01092,2024-06-20 15:38:00,2024-06-20,15,Thursday,June,Agent_10,Cancellation Request,Phone,238,234,120,43,515,0,0,0,3.0,Neutral,Callback Scheduled,3.31
CALL01093,2024-01-19 18:42:00,2024-01-19,18,Friday,January,Agent_09,Upgrade Request,Video Call,144,341,48,59,544,0,1,1,4.0,Neutral,Unresolved,6.25
CALL01094,2024-05-11 19:22:00,2024-05-11,19,Saturday,May,Agent_04,General Inquiry,Phone,39,303,49,53,395,0,1,1,5.0,Positive,Transferred,4.29
CALL01095,2024-04-26 11:03:00,2024-04-26,11,Friday,April,Agent_19,Upgrade Request,Phone,251,359,49,50,660,0,0,0,4.0,Positive,Unresolved,5.09
CALL01096,2024-06-29 15:17:00,2024-06-29,15,Saturday,June,Agent_07,Refund Request,Phone,221,479,75,85,785,0,1,1,4.0,Positive,Unresolved,6.79
CALL01097,2024-12-04 19:39:00,2024-12-04,19,Wednesday,December,Agent_17,Complaint,Phone,1,310,117,39,350,0,1,1,4.0,Neutral,Resolved,4.39
CALL01098,2024-07-11 17:53:00,2024-07-11,17,Thursday,July,Agent_05,Account Management,Email,432,532,7,61,1025,0,1,1,4.0,Positive,Callback Scheduled,2.66
CALL01099,2024-05-24 15:26:00,2024-05-24,15,Friday,May,Agent_14,Upgrade Request,Phone,4,208,259,45,257,0,1,1,4.0,Neutral,Escalated,2.95
CALL01100,2024-08-01 15:12:00,2024-08-01,15,Thursday,August,Agent_11,Account Management,Phone,225,406,122,84,715,0,1,1,4.0,Positive,Unresolved,5.75
CALL01101,2024-12-30 17:35:00,2024-12-30,17,Monday,December,Agent_11,Account Management,Video Call,36,429,15,58,523,0,1,1,4.0,Neutral,Resolved,7.87
CALL01102,2024-08-07 12:22:00,2024-08-07,12,Wednesday,August,Agent_01,General Inquiry,Chat,407,406,10,110,923,0,1,0,4.0,Neutral,Escalated,3.04
CALL01103,2024-10-28 11:47:00,2024-10-28,11,Monday,October,Agent_06,Upgrade Request,Phone,305,220,89,36,561,0,0,0,4.0,Positive,Unresolved,3.12
CALL01104,2024-02-05 17:54:00,2024-02-05,17,Monday,February,Agent_03,Account Management,Email,61,361,10,56,478,0,0,0,4.0,Negative,Unresolved,1.8
CALL01105,2024-04-15 19:09:00,2024-04-15,19,Monday,April,Agent_14,Cancellation Request,Phone,18,467,5,68,553,0,0,0,1.0,Neutral,Unresolved,6.62
CALL01106,2024-05-24 17:14:00,2024-05-24,17,Friday,May,Agent_13,Billing Inquiry,Phone,80,261,210,61,402,0,1,0,4.0,Positive,Transferred,3.7
CALL01107,2024-10-14 18:51:00,2024-10-14,18,Monday,October,Agent_07,Order Tracking,Phone,23,60,94,69,152,0,1,0,1.0,Positive,Callback Scheduled,0.85
CALL01108,2024-02-01 18:31:00,2024-02-01,18,Thursday,February,Agent_17,Product Information,Video Call,165,383,72,77,625,0,1,1,4.0,Positive,Resolved,7.02
CALL01109,2024-02-27 14:24:00,2024-02-27,14,Tuesday,February,Agent_08,Product Information,Phone,30,259,8,71,360,0,0,0,5.0,Negative,Callback Scheduled,3.67
CALL01110,2024-09-16 11:06:00,2024-09-16,11,Monday,September,Agent_10,Account Management,Phone,341,540,54,43,924,0,1,1,5.0,Positive,Unresolved,7.65
CALL01111,2024-05-28 12:02:00,2024-05-28,12,Tuesday,May,Agent_17,Upgrade Request,Phone,148,367,65,78,593,0,1,1,4.0,Neutral,Escalated,5.2
CALL01112,2024-10-01 16:21:00,2024-10-01,16,Tuesday,October,Agent_03,Billing Inquiry,Phone,19,430,76,54,503,0,1,1,3.0,Neutral,Callback Scheduled,6.09
CALL01113,2024-07-05 17:47:00,2024-07-05,17,Friday,July,Agent_15,Refund Request,Phone,50,406,22,82,538,0,0,0,2.0,Negative,Transferred,5.75
CALL01114,2024-02-18 12:46:00,2024-02-18,12,Sunday,February,Agent_11,Cancellation Request,Phone,49,374,4,96,519,0,0,0,4.0,Negative,Escalated,5.3
CALL01115,2024-11-20 16:41:00,2024-11-20,16,Wednesday,November,Agent_11,General Inquiry,Chat,397,272,12,68,737,0,1,1,3.0,Neutral,Escalated,2.04
CALL01116,2024-07-05 11:43:00,2024-07-05,11,Friday,July,Agent_06,Cancellation Request,Phone,30,245,5,78,353,0,1,1,1.0,Positive,Escalated,3.47
CALL01117,2024-11-20 17:22:00,2024-11-20,17,Wednesday,November,Agent_08,Account Management,Phone,411,327,32,88,826,0,1,1,5.0,Positive,Resolved,4.63
CALL01118,2024-04-04 12:03:00,2024-04-04,12,Thursday,April,Agent_19,Refund Request,Email,101,254,71,58,413,0,1,1,3.0,Positive,Resolved,1.27
CALL01119,2024-08-10 14:07:00,2024-08-10,14,Saturday,August,Agent_12,Billing Inquiry,Phone,100,264,2,58,422,0,1,0,5.0,Neutral,Callback Scheduled,3.74
CALL01120,2024-04-27 19:39:00,2024-04-27,19,Saturday,April,Agent_18,Upgrade Request,Video Call,772,208,46,61,1041,0,1,1,2.0,Positive,Transferred,3.81
CALL01121,2024-06-16 18:46:00,2024-06-16,18,Sunday,June,Agent_02,Technical Support,Email,134,264,157,64,462,0,1,1,5.0,Negative,Resolved,1.32
CALL01122,2024-01-01 14:22:00,2024-01-01,14,Monday,January,Agent_02,Technical Support,Email,34,280,51,46,360,0,1,0,4.0,Neutral,Unresolved,1.4
CALL01123,2024-09-15 15:01:00,2024-09-15,15,Sunday,September,Agent_13,Technical Support,Phone,106,302,24,20,428,0,1,1,5.0,Negative,Callback Scheduled,4.28
CALL01124,2024-01-27 11:02:00,2024-01-27,11,Saturday,January,Agent_16,Account Management,Chat,42,364,36,37,443,0,1,1,4.0,Positive,Resolved,2.73
CALL01125,2024-02-12 12:47:00,2024-02-12,12,Monday,February,Agent_10,Cancellation Request,Chat,47,334,44,43,424,0,1,1,4.0,Negative,Resolved,2.5
CALL01126,2024-11-26 12:35:00,2024-11-26,12,Tuesday,November,Agent_17,Complaint,Phone,149,521,160,79,749,0,1,1,5.0,Negative,Transferred,7.38
CALL01127,2024-12-03 09:21:00,2024-12-03,9,Tuesday,December,Agent_05,Cancellation Request,Phone,569,417,12,55,1041,0,0,0,5.0,Positive,Transferred,5.91
CALL01128,2024-07-27 14:54:00,2024-07-27,14,Saturday,July,Agent_20,Technical Support,Phone,40,287,17,45,372,0,1,1,5.0,Neutral,Resolved,4.07
CALL01129,2024-08-21 17:17:00,2024-08-21,17,Wednesday,August,Agent_04,General Inquiry,Email,76,385,3,54,515,0,1,1,1.0,Positive,Transferred,1.93
CALL01130,2024-05-21 16:50:00,2024-05-21,16,Tuesday,May,Agent_07,Complaint,Chat,61,275,206,83,419,0,1,0,5.0,Negative,Escalated,2.06
CALL01131,2024-09-19 17:49:00,2024-09-19,17,Thursday,September,Agent_12,Cancellation Request,Phone,115,370,85,72,557,0,1,1,4.0,Neutral,Escalated,5.24
CALL01132,2024-04-12 12:34:00,2024-04-12,12,Friday,April,Agent_02,Refund Request,Phone,155,136,95,67,358,0,1,1,3.0,Neutral,Escalated,1.93
CALL01133,2024-08-12 10:42:00,2024-08-12,10,Monday,August,Agent_16,Order Tracking,Phone,6,355,6,84,445,0,1,1,5.0,Positive,Resolved,5.03
CALL01134,2024-05-10 15:57:00,2024-05-10,15,Friday,May,Agent_01,Technical Support,Video Call,271,406,33,82,759,0,0,0,5.0,Positive,Transferred,7.44
CALL01135,2024-01-08 12:14:00,2024-01-08,12,Monday,January,Agent_16,Account Management,Phone,274,334,30,83,691,0,1,0,4.0,Positive,Transferred,4.73
CALL01136,2024-09-28 17:04:00,2024-09-28,17,Saturday,September,Agent_03,Technical Support,Phone,58,441,109,28,527,0,0,0,4.0,Neutral,Escalated,6.25
